Name,URL,Add.,Phone,Mobile,Email,Website,Contact Person,Purpose,Aims/Objectives/Mission,Error,Match_Status,Match_Confidence,Match_Evidence,AI_Verdict,AI_Reason
"AIHRA – All India Human Rights Association, Delhi",https://ngosindia.org/delhi-ngos/aihra-all-india-human-rights-association-delhi/,"24, KMT Bhawan, II Floor, Street No.2 Delhi Pin: 110092 Delhi",91-11-43026940,"91-93131 25531, 91-92134 93068",humanright16@hotmail.com,"http://www.aihra.org, http://www.aihra.com","M U Dua, S Muralidharan",To Educate the Masses about their Rights and Privileges.,"Promote organisation of forums such as co-operative societies, mandals and association of women, youth and workers with a view to undertake collective activities for socio-economic development. Organize educational and vocational training programme with special concern for deprived sections, women/girls and unemployed youth to provide new skills, refine/sharpen/upgrade the existing skills leading to employment, self employment and income generation. To support through the un frame work, democratic and economic reforms in countries coming out to totalitarian control and to restrict cooperation with governing regimes that violate human rights.",,unreachable,,ConnectionError,,
"AIM, Delhi",https://ngosindia.org/delhi-ngos/aim-delhi/,"333, Kabir Basti, Malka Ganj Road, Subzi Mandi Delhi Pin: 110007 Delhi",91-11-64617705,,aimngo@rediffmail.com,,Kuldeep Kumar,"Child welfare, education, employment, food and nutrition, health.",The main focus of aasara has always been to integrate the marginal street child into mainstream society. This is done through enhancing the children?s capacity to solve their own problem. Models of intervention have been developed to suit each child?s need at various levels.,,no_website,,,,
"AIMASS – All India Multidisciplinary Approach for Social Services, New Delhi",https://ngosindia.org/delhi-ngos/aimass-all-india-multidisciplinary-approach-for-social-services-new-delhi/,"A-2, Ground Floor, 35-38 New Delhi Pin: 110074 Delhi",91-11-32662623,,aimassngo@gmail.com,http://www.aimass.org,K.Ganeshan,Education,Multi disciplinary approach in international education system.,,likely_mismatch,5.1,(no title/meta found),,
"Aims Foundations, Delhi",https://ngosindia.org/delhi-ngos/aims-foundations-delhi/,,,98186 48066,aimsfoundations@gmail.com,,Dr V K Sharma,"Environment, Health, Medical Relief, Science And Technology. Aim/Objective/Mission : Whereas the founder is desirous of creating educational and charitable trust for the objects set out here under and to be administered as per the terms hereto and in pursuance of the said desire of the founder of the trust.",,,no_website,,,,
"Akaro Association for Education and Social Welfare, Delhi",https://ngosindia.org/delhi-ngos/akaro-association-for-education-and-social-welfare-delhi/,,,88825 88589,akaro.akaro@gmail.com,,Prasun Kumar Mishra,"Art and Culture, Awareness Generation, Cultural Issues, Education, General – Social Welfare, Media, Social Awareness Education For Poor Students, Cultural Event, Publishing Monthly News Paper. Aim/Objective/Mission : To promote and develop activities which are held together by a governing philosophical concept of men, psychological theory of human and socio-econoimic analysis. To develop a long range of service in different faculties of Socio-economic programmer that would be relevant to the needs of the present and future of India preparing its citizens of tomorrow with the skills necessary to cope with the real world challenge with the help of dedicated brand of Scientists, Engineers, Managers, Scholars, Academicians, Technical person and workman. It seeks to promote voluntary action to supplement government efforts in the field of urban scheme for the socio-economic community by working in a close collaboration with Rural, Urban & tribal and the most remote areas of the country.",,,no_website,,,,
"Akhib Bhartiya Kala Parishad, New Delhi",https://ngosindia.org/delhi-ngos/akhib-bhartiya-kala-parishad-new-delhi/,"A-2, Prasad Nagar New Delhi Pin: 110005 Delhi",91-11-25747233,91-98101 53270,abkpa2@gmail.com,,Veena Sharda,Education,"Promoting of education, art and culture to needy and poor children.",,no_website,,,,
"Akhil Bhartiya Arise Foundation, New Delhi",https://ngosindia.org/delhi-ngos/akhil-bhartiya-arise-foundation-new-delhi/,"X/2395 Lane-10 Raghuber Pura-2, Gandhi Nagar New Delhi Pin: 110031 Delhi",91-11-22056508,,rakesh@arisesbwcfoundation.org,http://www.arisesbwcfoundation.org,Rakesh Mittal,Rural Development,"Education, health, agricultre, rural development, micro finance.",,unreachable,,ConnectionError,,
"Akhil Bhartiya Bundelkhand Vikas Manch, New Delhi",https://ngosindia.org/delhi-ngos/akhil-bhartiya-bundelkhand-vikas-manch-new-delhi/,,,98919 41675,bundelkhandvikas@gmail.com,,Naseer Siddiqui,Social Work Aim/Objective/Mission : Educating the people through awareness program. Make a pressure group for local development renovation of water bodies developing tourism industries research on mines anti corruption animal welfare through local support.,,,no_website,,,,
"Akhil Bhartiya Dhanak Sangathan, New Delhi",https://ngosindia.org/delhi-ngos/akhil-bhartiya-dhanak-sangathan-new-delhi/,"51, Vidya vihar, 48, Sec-9, Rohini New Delhi Pin: 110085 Delhi",,"91-98189 47526, 91-98718 07444",dpkirar@gmail.com,http://www.dhanaksamaj.com,Yogesh Kirar,Fighting for the rights of most poorest community of India Dhanak samaj.,We are fighting for thye rights of all India Dhanak samaj communities whose poplutaion in India is more than 5 crores and they are living below poverty line. All other SC-ST Samaj got their share from Governments in India so we are fighting for their rights.,,uncertain,25.0,About Us,,
"Akhil Bhartiya Jagrook Matdata Sangh, New Delhi",https://ngosindia.org/delhi-ngos/akhil-bhartiya-jagrook-matdata-sangh-new-delhi/,New Delhi New Delhi Pin: 110041 Delhi,91-11-2796329,,matdatasangh@yahoo.co.in,,Narander,To strengthning the democracy.,To strengthning the democracy.,,no_website,,,,
"Akhil Bhartiya Jan Sahyog Sangh, New Delhi",https://ngosindia.org/delhi-ngos/akhil-bhartiya-jan-sahyog-sangh-new-delhi/,,,97117 07762,akhilbhartiyajansahyogsangh@gmail.com,,Ravindra Yadav,"Child Rights, Child Welfare. Aim/Objective/Mission :",,,no_website,,,,
"Akhil Bhartiya Mahila Jagriti Sansthan, Delhi",https://ngosindia.org/delhi-ngos/akhil-bhartiya-mahila-jagriti-sansthan-delhi/,"35-B, Sainik Enclave, Sector I, Mohan Garden, West Uttam Nagar Delhi Pin: 110059 Delhi",91-11-25372482,,akhil_b_m_j_sansthan@yahoo.co.in,,Manoj Kumar Singh,Social Welfare,"Provide better, effective and curable heath and family welfare measures to the community by counseling, medical help, education, information and workable solutions. Popularize the indigenous system of medicine and promoting rch through indian system of medicine and homeopathy. Organize disaster mitigation and relief management awareness campaigns, and also increase the personal management skill in terms of preparedness, planning and public awareness.",,no_website,,,,
"Akhil Bhartiya Majdoor Siksha Sewa Samiti, New Dehli",https://ngosindia.org/delhi-ngos/akhil-bhartiya-majdoor-siksha-sewa-samiti-new-dehli/,,,95403 39922,Jitendra.1122@Rediffmail.Com,www.abms2samiti.org,Jitendra Kumar,"Anti Drug Campaign, Child Labour, Employment, Group Promotion, Human Development, Medical Relief, Urban Development. Aim/Objective/Mission : To make best efforts for protection, promotion and advancement of the members/ general public. To work for promoting happiness, prosperty, mutul harmony, brrotherhood and love and affection.to arrange and organise the programme like youth labour camps for using thesense, dignity of labour.",,,unreachable,,ConnectionError,,
"Akhil Bhartiya Manav Kalyan Samiti, Delhi",https://ngosindia.org/delhi-ngos/akhil-bhartiya-manav-kalyan-samiti-delhi/,"S-547, A School Block Shakarpur Delhi Pin: 110092 Delhi",,91-92112 51028,bunty_tyagi78@yahoo.co.in,,Shyam Singh Tyagi,To help poor people.,To remove poverty from India & make it a well developed country.,,no_website,,,,
"Akhil Bhartiya Manav Kalyan Sangathan, New Delhi",https://ngosindia.org/delhi-ngos/akhil-bhartiya-manav-kalyan-sangathan-new-delhi/,"F-448, A-4, Sadh Nagar New Delhi Pin: 110045 Delhi",,91-93139 51311,sudhakar.bharati@yahoo.co.in,,Sudhakar Bharti,Required fund human welfare.,"Health, education, food.",,no_website,,,,
"Akhil Bhartiya Nav Prayas Sanstha, New Delhi",https://ngosindia.org/delhi-ngos/akhil-bhartiya-nav-prayas-sanstha-new-delhi/,"R-38, Vani Vihar, Uttam Nagar New Delhi Pin: 110059 Delhi",,91-92139 75491,abnps.ngo@gmail.com,,Preeti Pandey,To spread awareness and do well for needy people.,"Our sanstha do work for women, childran, health and environemt awareness and do social work for those who are really needed.",,no_website,,,,
"Akhil Bhartiya Prakritik Chikitsa Parishad, New Delhi",https://ngosindia.org/delhi-ngos/akhil-bhartiya-prakritik-chikitsa-parishad-new-delhi/,"15, Rajghat Colony, Rajghat New Delhi Pin: 110002 Delhi",91-11-23317396,91-93134 50055,,http://www.gandhi-manibhavan.org/relatedlinks/in,Dr. Atul Kr.,Yog and Naturopathy,Promot Gandhian philosophy and one of his dream to health healing part for the poor Indian.,,unreachable,,HTTPError,,
"Akhil Bhartiya Prerna Vikas Samiti, Delhi",https://ngosindia.org/delhi-ngos/akhil-bhartiya-prerna-vikas-samiti-delhi/,"C 3/121, Nand Nagri Delhi Pin: 110093 Delhi",91-11-22128519,91-98114 68519,delhi.abpvs@gmail.com,,Ramesh Kumar Prabhakar,Social welfare.,"For the welfare of children, aged, environment, physically challanged, vocational courses etc.",,no_website,,,,
"Akhil Bhartiya Sampark Sahyog Shiksha, Delhi",https://ngosindia.org/delhi-ngos/akhil-bhartiya-sampark-sahyog-shiksha-delhi/,,,"93123 53825, 98186 31458",absss2006@gmial.com,,Arvind Saini,"Education, Women Development/Welfare. Aim/Objective/Mission : Akhil bhartiya sampark sahyog shiksha was started to support those children who drop their school education due to financial and social problems. We are running free of cost sahyog shiksha kendra for such type of children. At our shiksha kendrathese children come and study regularly, in the meanwhile our volunteers convince their parents to continue their school. Apart from this we also provide free tuition class for hindi, english language and mathematics for all those students of the area who can reach our sahyog shiksha kendra. Our other major project is to make the women community self dependent by helping them to start their own small household business. We provide them financial support through our micro finance project sahyog laghu rinn kendra.",,,no_website,,,,
"Akhil Bhartiya Swatantra Lekhak Manch, Delhi",https://ngosindia.org/delhi-ngos/akhil-bhartiya-swatantra-lekhak-manch-delhi/,"102, Malik Pur, Model Town Delhi Pin: 110009 Delhi",,"91-93122 44220, 91-94125 09757",raghib.ali@rediff.com,,Laxman Singhwatantra,Social workers,Akhil Bhartiya Swatantra Lekhak Manch is NGO’s and monthly newspaper.,,no_website,,,,
"Akhil Bhartiya Yuva Sangh, Delhi",https://ngosindia.org/delhi-ngos/akhil-bhartiya-yuva-sangh-delhi/,"K-1346-47, Jahangir Puri Delhi Pin: 110033 Delhi",,91-98734 50998,akhileshjhadelhi@gmail.com,,Akhilesh Kumar Jha,Social work,Social awareness.,,no_website,,,,
"Akhil Bhartiye Nav Prayas Sanstha, New Delhi",https://ngosindia.org/delhi-ngos/akhil-bhartiye-nav-prayas-sanstha-new-delhi/,"R-38 Vani Vihar, Uttam Nagar New Delhi Pin: 110059 Delhi",,,abnps.ngo@gmail.com,,Preeti Pandey,"Women empowerment, health and education",To build a society where on one has a fear of poor health. We want to create healthy and wealthy society.,,no_website,,,,
